Syntax version=4
Wed Jul 04 03:45:08 2018
Starting process (3312812 clocks per sec)

LogRawData=false
VarHeader=1
D:		ADC_Value	LoadDataAcquired	iServoLoadRate	iAccSpd	isotonicLoad	Kd_term	Ki_term	Kp_term	control	lServoPulseAddCnt	iCurTonicSpd	lTotalPositionCount	!LoadDataAcquired_10!	!isotonicLoad_100!
D:	time(ms)	(0x20001220,2)	(0x20001148,4)	(0x20001296,3)	(0x200011a8,5)	(0x2000126a,3)	(0x200010e8,7)	(0x200010e0,7)	(0x200010d8,7)	(0x200010f0,7)	(0x200011b4,5)	(0x200011f0,5)	(0x200011ac,5)	!LoadDataAcquired/100!	!isotonicLoad/100!
D:	29483.80	8903	8965	19	191	9300	0.000000	-23.340500	-167.500000	-190.840500	0	-191	36341	89.65	93.0
D:	29489.18	1788	8964	19	190	9300	-0.000000	-23.424500	-168.000000	-191.424500	0	-190	36151	89.64	93.0
D:	29494.55	1576	8963	18	191	9300	-0.000000	-23.508750	-168.500000	-192.008750	0	-192	35960	89.63	93.0
D:	29499.80	1560	8963	18	192	9300	0.000000	-23.593000	-168.500000	-192.093000	0	-192	35576	89.63	93.0
D:	29505.17	1560	8963	18	192	9300	0.000000	-23.677250	-168.500000	-192.177250	0	-192	35384	89.63	93.0
D:	29510.55	2032	8962	19	192	9300	-0.000000	-23.761750	-169.000000	-192.761750	0	-192	35192	89.62	93.0
D:	29515.93	1579	8961	19	193	9300	0.000000	-23.931250	-169.500000	-193.431250	0	-193	34999	89.61	93.0
D:	29521.30	2020	8961	19	193	9300	0.000000	-24.016000	-169.500000	-193.516000	0	-193	34806	89.61	93.0
D:	29526.80	1588	8962	19	193	9300	0.000000	-24.100750	-169.500000	-193.600750	0	-193	34613	89.62	93.0
D:	29532.44	2024	8961	19	193	9300	0.000000	-24.185500	-169.500000	-193.685500	0	-193	34420	89.61	93.0
D:	29537.81	2040	8961	19	193	9300	0.000000	-24.270000	-169.000000	-193.270000	0	-193	34227	89.61	93.0
D:	29543.17	2040	8963	19	193	9300	0.000000	-24.354500	-169.000000	-193.354500	0	-193	34034	89.63	93.0
D:	29548.55	1563	8963	19	193	9300	0.000000	-24.438750	-168.500000	-192.938750	0	-193	33841	89.63	93.0
D:	29553.94	1560	8963	19	192	9300	0.000000	-24.523000	-168.500000	-193.023000	0	-192	33649	89.63	93.0
D:	29559.34	1806	8963	19	193	9300	0.000000	-24.607250	-168.500000	-193.107250	0	-193	33456	89.63	93.0
D:	29564.68	1834	8963	19	193	9300	0.000000	-24.691500	-168.500000	-193.191500	0	-193	33263	89.63	93.0
D:	29570.05	1760	8964	19	192	9300	0.000000	-24.775500	-168.000000	-192.775500	0	-192	32878	89.64	93.0
D:	29575.42	1833	8964	20	192	9300	0.000000	-24.859500	-168.000000	-192.859500	0	-192	32686	89.64	93.0
D:	29580.80	1928	8964	20	192	9300	0.000000	-24.943500	-168.000000	-192.527250	0	-192	32494	89.64	93.0
D:	29586.17	1560	8965	20	192	9300	-0.000000	-25.111500	-168.500000	-193.611500	0	-192	32302	89.65	93.0
D:	29591.55	1552	8963	19	193	9300	0.000000	-25.195750	-168.500000	-193.695750	0	-193	32109	89.63	93.0
D:	29596.95	1776	8963	19	193	9300	0.000000	-25.280000	-168.500000	-193.780000	0	-193	31916	89.63	93.0
D:	29602.42	8936	8963	19	193	9300	0.000000	-25.364000	-168.000000	-193.364000	0	-193	31723	89.63	93.0
D:	29607.80	1776	8963	19	193	9300	0.000000	-25.448000	-168.000000	-193.448000	0	-193	31530	89.63	93.0
D:	29613.05	1552	8964	19	193	9300	0.000000	-25.531750	-167.500000	-193.031750	0	-193	31337	89.64	93.0
D:	29618.42	1776	8965	19	193	9300	0.000000	-25.615500	-167.500000	-193.115500	0	-193	31144	89.65	93.0
D:	29623.81	1796	8964	20	193	9300	-0.000000	-25.699500	-168.000000	-193.699500	0	-193	30951	89.64	93.0
D:	29629.20	1560	8964	20	193	9300	0.000000	-25.783500	-168.000000	-193.783500	0	-193	30758	89.64	93.0
D:	29634.55	1767	8964	20	193	9300	0.000000	-25.867500	-168.000000	-193.867500	0	-193	30565	89.64	93.0
D:	29639.93	1586	8964	20	193	9300	0.000000	-25.951500	-168.000000	-193.951500	0	-193	30179	89.64	93.0
D:	29645.44	1832	8963	20	194	9300	0.000000	-26.035500	-168.000000	-194.035500	0	-194	29985	89.63	93.0
D:	29650.80	1764	8964	20	194	9300	0.000000	-26.119500	-168.000000	-194.203606	0	-194	29791	89.64	93.0
D:	29656.17	1878	8964	20	194	9300	0.000000	-26.287500	-168.000000	-194.287500	0	-194	29597	89.64	93.0
D:	29661.55	1816	8964	20	194	9300	-0.000000	-26.371750	-168.500000	-194.871750	0	-194	29403	89.64	93.0
D:	29666.92	2043	8963	20	194	9300	0.000000	-26.456000	-168.500000	-194.956000	0	-194	29209	89.63	93.0
D:	29672.30	1539	8963	20	194	9300	0.000000	-26.540250	-168.500000	-195.040250	0	-194	29015	89.63	93.0
D:	29677.67	1563	8964	20	195	9300	0.000000	-26.624250	-168.000000	-194.624250	0	-195	28820	89.64	93.0
D:	29683.05	2036	8965	20	194	9300	0.000000	-26.708250	-168.000000	-194.708250	0	-194	28626	89.65	93.0
D:	29688.42	1840	8965	20	194	9300	0.000000	-26.792000	-167.500000	-194.292000	0	-194	28432	89.65	93.0
D:	29693.80	1787	8965	19	194	9300	0.000000	-26.875750	-167.500000	-194.375750	0	-194	28238	89.65	93.0
D:	29699.17	1546	8965	19	194	9300	0.000000	-26.959500	-167.500000	-194.459500	0	-194	28044	89.65	93.0
D:	29704.54	1552	8965	19	194	9300	0.000000	-27.043000	-167.000000	-194.043000	0	-194	27850	89.65	93.0
D:	29709.80	1832	8966	19	194	9300	-0.000000	-27.126750	-167.500000	-194.626750	0	-194	27656	89.66	93.0
D:	29715.17	1997	8966	19	194	9300	0.000000	-27.210250	-167.000000	-194.210250	0	-194	27268	89.66	93.0
D:	29720.80	1544	8966	19	194	9300	0.000000	-27.293750	-167.000000	-194.377250	0	-194	27074	89.66	93.0
D:	29726.31	1792	8966	19	194	9300	0.000000	-27.460750	-167.000000	-194.460750	0	-194	26880	89.66	93.0
D:	29731.67	2015	8966	19	194	9300	0.000000	-27.544000	-166.500000	-194.044000	0	-194	26686	89.66	93.0
D:	29737.04	1833	8966	19	194	9300	-0.000000	-27.627500	-167.000000	-194.627500	0	-194	26492	89.66	93.0
D:	29742.42	1572	8966	19	194	9300	0.000000	-27.711000	-167.000000	-194.711000	0	-194	26298	89.66	93.0
D:	29747.80	1836	8967	21	194	9300	0.000000	-27.794250	-166.500000	-194.294250	0	-194	26104	89.67	93.0
D:	29753.17	8747	8967	21	194	9300	0.000000	-27.877500	-166.500000	-194.377500	0	-194	25910	89.67	93.0
D:	29758.55	1752	8967	21	194	9300	0.000000	-27.960750	-166.500000	-194.460750	0	-194	25716	89.67	93.0
D:	29763.95	1796	8967	21	194	9300	0.000000	-28.044000	-166.500000	-194.544000	0	-194	25522	89.67	93.0
D:	29769.30	1800	8967	21	194	9300	-0.000000	-28.127500	-167.000000	-195.127500	0	-194	25328	89.67	93.0
D:	29774.80	1759	8966	21	195	9300	0.000000	-28.211000	-167.000000	-195.211000	0	-195	25133	89.66	93.0
D:	29780.17	1784	8966	21	195	9300	0.000000	-28.294500	-167.000000	-195.294500	0	-195	24743	89.66	93.0
D:	29785.54	1577	8965	21	195	9300	0.000000	-28.378000	-167.000000	-195.378000	0	-195	24548	89.65	93.0
D:	29790.79	1760	8965	21	195	9300	-0.000000	-28.461750	-167.500000	-195.961750	0	-195	24353	89.65	93.0
D:	29796.17	2040	8964	21	196	9300	0.000000	-28.629750	-168.000000	-196.629750	0	-196	24157	89.64	93.0
D:	29801.59	1835	8963	21	196	9300	-0.000000	-28.714000	-168.500000	-197.214000	0	-196	23961	89.63	93.0
D:	29806.93	2032	8963	21	197	9300	0.000000	-28.798000	-168.000000	-196.798000	0	-197	23764	89.63	93.0
D:	29812.29	1759	8964	21	196	9300	0.000000	-28.882000	-168.000000	-196.882000	0	-196	23568	89.64	93.0
D:	29817.67	1794	8965	20	196	9300	0.000000	-28.966000	-168.000000	-196.966000	0	-196	23372	89.65	93.0
D:	29823.04	1546	8964	20	196	9300	0.000000	-29.050000	-168.000000	-197.050000	0	-196	23176	89.64	93.0
D:	29828.29	1832	8964	20	197	9300	-0.000000	-29.134250	-168.500000	-197.634250	0	-197	22979	89.64	93.0
D:	29833.67	2010	8963	20	197	9300	0.000000	-29.218500	-168.500000	-197.718500	0	-197	22782	89.63	93.0
D:	29839.04	2047	8963	20	197	9300	0.000000	-29.302750	-168.500000	-197.802750	0	-197	22585	89.63	93.0
D:	29844.29	1567	8963	20	197	9300	-0.000000	-29.387250	-169.000000	-198.387250	0	-197	22388	89.63	93.0
D:	29849.67	1835	8963	20	198	9300	0.000000	-29.471500	-168.500000	-197.971500	0	-197	22190	89.63	93.0
D:	29855.04	2024	8962	20	197	9300	-0.000000	-29.556000	-169.000000	-198.556000	198	-198	21993	89.62	93.0
D:	29860.30	1824	8962	20	198	9300	0.000000	-29.640500	-169.000000	-198.640500	0	-198	21597	89.62	93.0
D:	29865.67	1587	8962	20	198	9300	0.000000	-29.725000	-169.000000	-198.725000	0	-198	21399	89.62	93.0
D:	29871.04	1544	8964	20	198	9300	0.000000	-29.809250	-168.500000	-197.893250	0	-198	21201	89.64	93.0
D:	29876.57	2035	8964	20	197	9300	0.000000	-29.977250	-168.000000	-197.977250	0	-197	21004	89.64	93.0
D:	29881.92	1812	8964	20	197	9300	0.000000	-30.061250	-168.000000	-198.061250	0	-197	20807	89.64	93.0
D:	29887.30	9026	8963	20	198	9300	-0.000000	-30.145500	-168.500000	-198.645500	0	-198	20609	89.63	93.0
D:	29892.68	1752	8963	20	198	9300	0.000000	-30.229750	-168.500000	-198.729750	0	-198	20411	89.63	93.0
D:	29898.04	2015	8963	20	198	9300	0.000000	-30.314000	-168.500000	-198.814000	0	-198	20213	89.63	93.0
D:	29903.30	1832	8964	20	198	9300	0.000000	-30.398000	-168.000000	-198.398000	0	-198	20015	89.64	93.0
D:	29908.79	1773	8964	21	198	9300	0.000000	-30.482000	-168.000000	-198.482000	0	-198	19817	89.64	93.0
D:	29914.17	1560	8964	21	198	9300	0.000000	-30.566000	-168.000000	-198.566000	0	-198	19619	89.64	93.0
D:	29919.54	1542	8964	21	198	9300	0.000000	-30.650000	-168.000000	-198.650000	0	-198	19421	89.64	93.0
D:	29924.79	1777	8963	21	198	9300	-0.000000	-30.734250	-168.500000	-199.234250	0	-199	19223	89.63	93.0
D:	29930.17	1771	8962	21	199	9300	-0.000000	-30.818750	-169.000000	-199.818750	0	-199	18825	89.62	93.0
D:	29935.80	1819	8962	21	199	9300	0.000000	-30.903250	-169.000000	-199.903250	0	-199	18626	89.62	93.0
D:	29941.17	1564	8961	20	200	9300	-0.000000	-30.988000	-169.500000	-201.073000	0	-200	18426	89.61	93.0
D:	29946.54	1818	8960	20	201	9300	-0.000000	-31.158250	-170.500000	-201.658250	0	-201	18225	89.6	93.0
D:	29951.79	1741	8959	20	201	9300	-0.000000	-31.243750	-171.000000	-202.243750	0	-201	18024	89.59	93.0
D:	29957.17	1775	8958	21	202	9300	0.000000	-31.329250	-171.000000	-202.329250	0	-202	17822	89.58	93.0
D:	29962.54	1795	8957	21	202	9300	0.000000	-31.414750	-171.000000	-202.414750	0	-202	17620	89.57	93.0
D:	29967.92	2035	8958	21	202	9300	0.000000	-31.500250	-171.000000	-202.500250	0	-202	17418	89.58	93.0
D:	29973.43	1785	8958	21	202	9300	0.000000	-31.585750	-171.000000	-202.585750	0	-202	17216	89.58	93.0
D:	29978.79	2014	8959	21	202	9300	0.000000	-31.671250	-171.000000	-202.671250	0	-202	17014	89.59	93.0
D:	29984.17	1778	8957	21	202	9300	0.000000	-31.756750	-171.000000	-202.756750	0	-202	16812	89.57	93.0
D:	29989.54	2030	8957	21	202	9300	0.000000	-31.842250	-171.000000	-202.842250	0	-202	16610	89.57	93.0
D:	29994.92	2024	8957	21	202	9300	-0.000000	-31.928000	-171.500000	-203.428000	0	-203	16408	89.57	93.0
D:	30000.30	1538	8957	21	203	9300	0.000000	-32.013750	-171.500000	-203.513750	0	-203	16002	89.57	93.0
D:	30005.67	1807	8957	20	203	9300	0.000000	-32.099500	-171.500000	-203.599500	0	-203	15799	89.57	93.0
D:	30011.17	1584	8956	20	204	9300	-0.000000	-32.185500	-172.000000	-204.771750	0	-204	15595	89.56	93.0
D:	30016.55	1555	8956	20	204	9300	0.000000	-32.358000	-172.500000	-204.858000	0	-204	15391	89.56	93.0
D:	30021.92	1553	8955	20	204	9300	-0.000000	-32.444500	-173.000000	-205.444500	0	-204	15187	89.55	93.0
D:	30027.29	1797	8954	20	205	9300	0.000000	-32.531000	-173.000000	-205.531000	0	-205	14982	89.54	93.0
D:	30032.67	1755	8954	20	205	9300	-0.000000	-32.617750	-173.500000	-206.117750	0	-205	14777	89.54	93.0
D:	30038.08	2040	8954	20	206	9300	0.000000	-32.704500	-173.500000	-206.204500	0	-206	14571	89.54	93.0
D:	30043.42	1578	8953	20	206	9300	0.000000	-32.791250	-173.500000	-206.291250	0	-206	14365	89.53	93.0
D:	30048.79	1746	8953	20	206	9300	-0.000000	-32.878250	-174.000000	-206.878250	0	-206	14159	89.53	93.0
D:	30054.16	1770	8952	20	206	9300	0.000000	-32.965250	-174.000000	-206.965250	0	-206	13953	89.52	93.0
D:	30059.55	1752	8952	20	206	9300	0.000000	-33.052250	-174.000000	-207.052250	0	-206	13747	89.52	93.0
D:	30064.91	1788	8951	20	207	9300	-0.000000	-33.139750	-175.000000	-208.139750	0	-208	13540	89.51	93.0
D:	30070.29	1776	8949	20	208	9300	-0.000000	-33.227500	-175.500000	-208.727500	0	-208	13124	89.49	93.0
D:	30075.66	1821	8947	22	209	9300	-0.000000	-33.315750	-176.500000	-209.815750	0	-209	12915	89.47	93.0
D:	30080.91	1713	8945	22	210	9300	-0.000000	-33.404500	-177.500000	-210.904500	0	-210	12705	89.45	93.0
D:	30086.32	1779	8942	22	212	9300	-0.000000	-33.494000	-179.000000	-213.584000	0	-212	12493	89.42	93.0
D:	30091.67	1560	8940	22	213	9300	-0.000000	-33.675000	-182.000000	-215.675000	0	-213	12280	89.4	93.0
D:	30097.04	1747	8935	22	215	9300	-0.000000	-33.766750	-183.500000	-217.266750	0	-215	12065	89.35	93.0
D:	30102.42	1544	8931	22	217	9300	-0.000000	-33.859750	-186.000000	-219.859750	0	-217	11848	89.31	93.0
D:	30107.79	1743	8926	22	219	9300	-0.000000	-33.953750	-188.000000	-221.953750	0	-219	11629	89.26	93.0
D:	30113.16	1730	8922	22	221	9300	-0.000000	-34.048750	-190.000000	-224.048750	0	-221	11408	89.22	93.0
D:	30118.54	1682	8917	22	224	9300	-0.000000	-34.145000	-192.500000	-226.645000	0	-224	11184	89.17	93.0
D:	30123.79	1731	8913	22	226	9300	-0.000000	-34.242250	-194.500000	-228.742250	0	-226	10958	89.13	93.0
D:	30129.16	1754	8909	22	228	9300	-0.000000	-34.340250	-196.000000	-230.340250	0	-228	10730	89.09	93.0
D:	30134.54	1745	8905	22	230	9300	-0.000000	-34.439250	-198.000000	-232.439250	0	-230	10500	89.05	93.0
D:	30139.93	1738	8902	22	232	9300	-0.000000	-34.539000	-199.500000	-234.039000	0	-234	10268	89.02	93.0
D:	30145.29	1715	8896	22	234	9300	-0.000000	-34.640000	-202.000000	-236.640000	236	-236	10034	88.96	93.0
D:	30150.66	1552	8892	22	238	9300	-0.000000	-34.742000	-204.000000	-238.742000	0	-238	9560	88.92	93.0
D:	30156.04	1704	8887	22	241	9300	-0.000000	-34.845250	-206.500000	-241.345250	0	-241	9319	88.87	93.0
D:	30161.54	1744	8881	21	243	9300	-0.000000	-35.055750	-212.000000	-247.055750	0	-243	9076	88.81	93.0
D:	30166.91	1968	8875	21	247	9300	-0.000000	-35.162750	-214.000000	-249.162750	0	-247	8829	88.75	93.0
D:	30172.29	1779	8870	21	249	9300	-0.000000	-35.271000	-216.500000	-251.771000	0	-249	8580	88.7	93.0
D:	30177.67	1694	8865	21	251	9300	-0.000000	-35.380500	-219.000000	-254.380500	0	-251	8329	88.65	93.0
D:	30183.22	1726	8860	21	254	9300	-0.000000	-35.491250	-221.500000	-256.991250	0	-254	8075	88.6	93.0
D:	30188.79	1712	8854	21	256	9300	-0.000000	-35.603500	-224.500000	-260.103500	0	-256	7819	88.54	93.0
D:	30194.16	1770	8847	21	260	9300	-0.000000	-35.717250	-227.500000	-263.217250	0	-260	7559	88.47	93.0
D:	30199.54	1739	8842	21	263	9300	-0.000000	-35.832250	-230.000000	-265.832250	0	-263	7296	88.42	93.0
D:	30204.79	1777	8837	21	265	9300	-0.000000	-35.948250	-232.000000	-267.948250	0	-265	7031	88.37	93.0
D:	30210.04	1784	8832	21	267	9300	-0.000000	-36.065500	-234.500000	-270.565500	0	-270	6764	88.32	93.0
D:	30215.30	1736	8827	22	270	9300	-0.000000	-36.184000	-237.000000	-273.184000	0	-273	6494	88.27	93.0
D:	30220.66	1758	8822	22	275	9300	-0.000000	-36.303500	-239.000000	-275.303500	0	-275	5946	88.22	93.0
D:	30226.17	1750	8818	22	277	9300	-0.000000	-36.424000	-241.000000	-277.424000	0	-277	5669	88.18	93.0
D:	30231.54	1768	8814	23	279	9300	-0.000000	-36.668000	-245.000000	-281.668000	0	-279	5390	88.14	93.0
D:	30236.93	1695	8810	23	281	9300	-0.000000	-36.791250	-246.500000	-283.291250	0	-281	5109	88.1	93.0
D:	30242.30	1695	8806	23	283	9300	-0.000000	-36.915500	-248.500000	-285.415500	0	-283	4826	88.06	93.0
D:	30247.66	1592	8802	23	285	9300	-0.000000	-37.040750	-250.500000	-287.540750	0	-285	4541	88.02	93.0
D:	30252.91	1763	8798	23	287	9300	-0.000000	-37.166750	-252.000000	-289.166750	0	-287	4254	87.98	93.0
D:	30258.29	1724	8795	23	289	9300	-0.000000	-37.293250	-253.000000	-290.293250	0	-289	3965	87.95	93.0
D:	30263.67	1720	8793	24	290	9300	-0.000000	-37.420250	-254.000000	-291.420250	0	-290	3675	87.93	93.0
D:	30269.05	1760	8792	24	291	9300	-0.000000	-37.547500	-254.500000	-292.047500	0	-291	3384	87.92	93.0
D:	30274.41	1744	8790	24	292	9300	-0.000000	-37.675250	-255.500000	-293.175250	0	-292	3092	87.9	93.0
D:	30279.83	1730	8789	24	293	9300	0.000000	-37.803000	-255.500000	-293.303000	0	-293	2799	87.89	93.0
D:	30285.16	1756	8788	23	293	9300	-0.000000	-37.931000	-256.000000	-293.931000	0	-293	2506	87.88	93.0
D:	30290.54	1791	8788	23	294	9300	-0.000000	-38.059250	-256.500000	-294.559250	0	-294	1919	87.88	93.0
D:	30296.18	1740	8787	23	294	9300	0.000000	-38.187500	-256.500000	-294.687500	0	-294	1625	87.87	93.0
D:	30301.54	1771	8786	23	295	9300	-0.000000	-38.444998	-257.000000	-296.445000	0	-295	1330	87.86	93.0
D:	30306.91	1749	8784	23	296	9300	-0.000000	-38.574500	-259.000000	-297.574500	0	-296	1034	87.84	93.0
D:	30312.43	1743	8782	23	297	9300	-0.000000	-38.704500	-260.000000	-298.704500	0	-297	737	87.82	93.0
D:	30317.79	1707	8779	22	298	9300	-0.000000	-38.835500	-262.000000	-300.835500	0	-298	439	87.79	93.0
D:	30323.05	1746	8775	22	300	9300	-0.000000	-38.967500	-264.000000	-302.967500	0	-300	139	87.75	93.0
D:	30328.56	1722	8770	22	302	9300	-0.000000	-39.100750	-266.500000	-305.600750	0	-302	-163	87.7	93.0
D:	30333.91	1744	8765	23	305	9300	-0.000000	-39.235000	-268.500000	-307.735000	0	-305	-468	87.65	93.0
D:	30339.32	1718	8760	23	307	9300	-0.000000	-39.370250	-270.500000	-309.870250	0	-307	-775	87.6	93.0
D:	30344.66	1757	8757	23	309	9300	-0.000000	-39.506250	-272.000000	-311.506250	0	-309	-1084	87.57	93.0
D:	30350.04	1727	8754	23	311	9300	-0.000000	-39.643000	-273.500000	-313.143000	0	-313	-1395	87.54	93.0
D:	30355.43	1752	8752	24	313	9300	-0.000000	-39.780000	-274.000000	-313.780000	0	-313	-1708	87.52	93.0
D:	30360.81	1737	8752	24	313	9300	0.000000	-39.917000	-274.000000	-313.917000	0	-313	-2334	87.52	93.0
D:	30366.18	1704	8751	24	314	9300	-0.000000	-40.054250	-274.500000	-314.554250	0	-314	-2648	87.51	93.0
D:	30371.55	1752	8751	25	314	9300	-0.000000	-40.191500	-274.500000	-315.329000	0	-314	-2962	87.51	93.0
D:	30376.91	1752	8749	25	315	9300	0.000000	-40.466500	-275.000000	-315.466500	0	-315	-3277	87.49	93.0
D:	30382.29	1790	8749	25	315	9300	-0.000000	-40.604250	-275.500000	-316.104250	0	-315	-3592	87.49	93.0
D:	30387.93	1784	8749	24	316	9300	-0.000000	-40.742250	-276.000000	-316.742250	0	-316	-3908	87.49	93.0
D:	30393.43	1784	8748	24	316	9300	-0.000000	-40.880500	-276.500000	-317.380500	0	-316	-4224	87.48	93.0
D:	30398.79	1769	8747	24	317	9300	-0.000000	-41.019000	-277.000000	-318.019000	0	-317	-4541	87.47	93.0
D:	30404.16	1704	8745	24	318	9300	-0.000000	-41.158000	-278.000000	-319.158000	0	-318	-4859	87.45	93.0
D:	30409.54	1725	8743	24	319	9300	-0.000000	-41.297500	-279.000000	-320.297500	0	-319	-5178	87.43	93.0
D:	30415.03	1706	8741	24	320	9300	-0.000000	-41.437500	-280.000000	-321.437500	0	-320	-5498	87.41	93.0
D:	30420.29	1695	8737	23	321	9300	-0.000000	-41.578500	-282.000000	-323.578500	0	-323	-5819	87.37	93.0
D:	30425.66	1776	8733	23	325	9300	-0.000000	-41.720250	-283.500000	-325.220250	0	-325	-6467	87.33	93.0
D:	30431.04	1677	8732	23	326	9300	-0.000000	-41.862500	-284.500000	-326.362500	0	-326	-6793	87.32	93.0
D:	30436.56	1727	8726	23	329	9300	-0.000000	-42.006000	-287.000000	-330.150043	0	-329	-7122	87.26	93.0
D:	30441.91	1627	8723	23	330	9300	-0.000000	-42.295000	-290.000000	-332.295000	0	-330	-7452	87.23	93.0
D:	30447.55	1746	8720	23	332	9300	-0.000000	-42.440750	-291.500000	-333.940750	0	-332	-7784	87.2	93.0
D:	30452.91	1721	8717	23	333	9300	-0.000000	-42.587250	-293.000000	-335.587250	0	-333	-8117	87.17	93.0
D:	30458.30	1727	8713	23	335	9300	-0.000000	-42.734250	-294.000000	-336.734250	0	-335	-8452	87.13	93.0
D:	30463.66	1754	8711	23	336	9300	-0.000000	-42.881750	-295.000000	-337.881750	0	-336	-8788	87.11	93.0
D:	30469.03	1706	8710	23	337	9300	0.000000	-43.029250	-295.000000	-338.029250	0	-337	-9125	87.1	93.0
D:	30474.42	1695	8709	24	338	9300	-0.000000	-43.177250	-296.000000	-339.177250	0	-338	-9463	87.09	93.0
D:	30479.78	1727	8707	24	339	9300	-0.000000	-43.325750	-297.000000	-340.325750	0	-339	-9802	87.07	93.0
D:	30485.16	1693	8706	24	340	9300	0.000000	-43.474250	-297.000000	-340.474250	0	-340	-10142	87.06	93.0
D:	30490.69	1727	8706	25	340	9300	0.000000	-43.622750	-297.000000	-340.622750	0	-340	-10822	87.06	93.0
D:	30496.04	1699	8705	25	341	9300	-0.000000	-43.771500	-297.500000	-341.271500	0	-341	-11163	87.05	93.0
D:	30501.41	1648	8704	25	341	9300	-0.000000	-43.920500	-298.000000	-341.920500	0	-341	-11504	87.04	93.0
D:	30506.78	1776	8704	24	342	9300	0.000000	-44.218500	-298.000000	-342.218500	0	-342	-11846	87.04	93.0
D:	30512.16	1752	8704	24	342	9300	0.000000	-44.367500	-298.000000	-342.367500	0	-342	-12188	87.04	93.0
D:	30517.54	1703	8705	24	342	9300	-0.000000	-44.516750	-298.500000	-343.016750	0	-342	-12530	87.05	93.0
D:	30523.10	1773	8703	24	343	9300	0.000000	-44.666000	-298.500000	-343.166000	0	-343	-12873	87.03	93.0
D:	30528.41	1780	8704	24	343	9300	0.000000	-44.815250	-298.500000	-343.315250	0	-343	-13216	87.04	93.0
D:	30533.80	1568	8704	24	343	9300	0.000000	-44.964500	-298.500000	-343.464500	0	-343	-13559	87.04	93.0
D:	30539.29	1789	8702	24	343	9300	-0.000000	-45.114000	-299.000000	-344.114000	0	-343	-13902	87.02	93.0
D:	30544.66	8625	8701	24	344	9300	-0.000000	-45.264000	-300.000000	-345.264000	0	-344	-14246	87.01	93.0
D:	30550.03	1735	8698	24	345	9300	-0.000000	-45.414750	-301.500000	-346.914750	0	-345	-14591	86.98	93.0
D:	30555.54	1727	8693	24	346	9300	-0.000000	-45.566500	-303.500000	-349.066500	0	-349	-14937	86.93	93.0
D:	30560.93	1685	8689	24	351	9300	-0.000000	-45.719250	-305.500000	-351.219250	0	-351	-15637	86.89	93.0
D:	30566.31	1727	8685	24	353	9300	-0.000000	-45.873000	-307.500000	-353.373000	0	-353	-15990	86.85	93.0
D:	30571.66	1668	8681	25	355	9300	-0.000000	-46.183481	-309.500000	-357.683500	0	-355	-16345	86.81	93.0
D:	30577.17	1680	8676	25	357	9300	-0.000000	-46.340250	-313.500000	-359.840250	0	-357	-16702	86.76	93.0
D:	30582.53	1695	8673	25	359	9300	-0.000000	-46.497500	-314.500000	-360.997500	0	-359	-17061	86.73	93.0
D:	30587.91	1730	8670	25	360	9300	-0.000000	-46.655750	-316.500000	-363.155750	0	-360	-17421	86.7	93.0
D:	30593.29	1674	8666	25	363	9300	-0.000000	-46.814750	-318.000000	-364.814750	0	-363	-17784	86.66	93.0
D:	30598.81	1672	8663	25	364	9300	-0.000000	-46.974750	-320.000000	-366.974750	0	-364	-18148	86.63	93.0
D:	30604.16	1695	8659	25	366	9300	-0.000000	-47.135500	-321.500000	-368.635500	0	-366	-18514	86.59	93.0
D:	30609.53	1680	8655	24	368	9300	-0.000000	-47.297250	-323.500000	-370.797250	0	-368	-18882	86.55	93.0
D:	30614.91	1752	8651	24	370	9300	-0.000000	-47.459750	-325.000000	-372.459750	0	-370	-19252	86.51	93.0
D:	30620.28	1744	8647	24	372	9300	-0.000000	-47.623250	-327.000000	-374.623250	0	-374	-19624	86.47	93.0
D:	30625.66	1723	8642	24	374	9300	-0.000000	-47.787750	-329.000000	-376.787750	0	-376	-19998	86.42	93.0
D:	30631.16	1745	8638	24	378	9300	-0.000000	-47.953250	-331.000000	-378.953250	0	-378	-20752	86.38	93.0
D:	30636.53	1706	8636	24	380	9300	-0.000000	-48.119250	-332.000000	-380.119250	0	-380	-21132	86.36	93.0
D:	30641.91	1752	8632	24	381	9300	-0.000000	-48.453500	-335.000000	-383.453500	0	-381	-21513	86.32	93.0
D:	30647.30	1762	8629	24	383	9300	-0.000000	-48.621500	-336.000000	-384.621500	0	-383	-21896	86.29	93.0
D:	30652.66	1747	8628	24	384	9300	-0.000000	-48.790000	-337.000000	-385.790000	0	-384	-22280	86.28	93.0
D:	30658.16	1680	8624	25	385	9300	-0.000000	-48.959250	-338.500000	-387.459250	0	-385	-22665	86.24	93.0
D:	30663.53	1753	8622	25	387	9300	-0.000000	-49.129000	-339.500000	-388.629000	0	-387	-23052	86.22	93.0
D:	30668.91	1696	8620	25	388	9300	-0.000000	-49.299500	-341.000000	-390.299500	0	-388	-23440	86.2	93.0
D:	30674.28	1695	8616	26	390	9300	-0.000000	-49.470750	-342.500000	-391.970750	0	-390	-23830	86.16	93.0
D:	30679.66	1712	8613	26	391	9300	-0.000000	-49.642750	-344.000000	-393.642750	0	-391	-24221	86.13	93.0
D:	30685.16	1661	8610	26	393	9300	-0.000000	-49.815500	-345.500000	-395.315500	0	-393	-24614	86.1	93.0
