Syntax version=4
Wed Jul 04 03:45:08 2018
Starting process (3312812 clocks per sec)

LogRawData=false
VarHeader=1
D:		ADC_Value	LoadDataAcquired	iServoLoadRate	iAccSpd	isotonicLoad	Kd_term	Ki_term	Kp_term	control	lServoPulseAddCnt	iCurTonicSpd	lTotalPositionCount	!LoadDataAcquired_10!	!isotonicLoad_100!
D:	time(ms)	(0x20001220,2)	(0x20001148,4)	(0x20001296,3)	(0x200011a8,5)	(0x2000126a,3)	(0x200010e8,7)	(0x200010e0,7)	(0x200010d8,7)	(0x200010f0,7)	(0x200011b4,5)	(0x200011f0,5)	(0x200011ac,5)	!LoadDataAcquired/100!	!isotonicLoad/100!
D:	9194.72	1707	8472	24	461	9300	0.000000	-47.092750	-413.500000	-460.592750	0	-461	-94075	84.72	93.0
D:	9200.23	1720	8473	24	460	9300	0.000000	-47.299250	-413.000000	-460.299250	0	-460	-94535	84.73	93.0
D:	9205.59	1659	8475	24	460	9300	0.000000	-47.505500	-412.500000	-460.005500	0	-460	-95455	84.75	93.0
D:	9210.97	1725	8477	24	459	9300	0.000000	-47.711250	-411.500000	-459.211250	0	-459	-95914	84.77	93.0
D:	9216.47	1672	8479	24	458	9300	0.000000	-48.121250	-409.500000	-457.621250	0	-458	-96372	84.79	93.0
D:	9221.84	1689	8480	24	457	9300	0.000000	-48.326000	-409.500000	-457.826000	0	-457	-96829	84.8	93.0
D:	9227.35	1707	8481	25	457	9300	0.000000	-48.530500	-409.000000	-457.530500	0	-457	-97286	84.81	93.0
D:	9232.72	1663	8483	25	457	9300	0.000000	-48.734750	-408.500000	-457.234750	0	-457	-97743	84.83	93.0
D:	9238.09	1720	8484	25	457	9300	0.000000	-48.938250	-407.000000	-455.938250	0	-457	-98200	84.84	93.0
D:	9243.74	8607	8487	25	455	9300	0.000000	-49.141500	-406.500000	-455.641500	0	-455	-98655	84.87	93.0
D:	9249.09	1712	8488	24	455	9300	0.000000	-49.344250	-405.500000	-454.844250	0	-455	-99110	84.88	93.0
D:	9254.59	1663	8490	24	454	9300	0.000000	-49.546500	-404.500000	-454.046500	0	-454	-99564	84.9	93.0
D:	9259.97	1745	8492	24	454	9300	0.000000	-49.748250	-403.500000	-453.248250	0	-453	-100018	84.92	93.0
D:	9265.34	1703	8493	24	453	9300	0.000000	-49.950000	-403.500000	-453.450000	453	-453	-100471	84.93	93.0
D:	9270.72	1711	8493	24	453	9300	0.000000	-50.151500	-403.000000	-453.151500	0	-453	-101377	84.93	93.0
D:	9276.09	1662	8494	24	453	9300	0.000000	-50.353000	-403.000000	-453.353000	0	-453	-101830	84.94	93.0
D:	9281.50	1706	8494	24	454	9300	0.000000	-50.756500	-403.500000	-454.256500	0	-454	-102284	84.94	93.0
D:	9287.10	1712	8493	24	454	9300	0.000000	-50.958250	-403.500000	-454.458250	0	-454	-102738	84.93	93.0
D:	9292.48	1662	8493	24	454	9300	0.000000	-51.160000	-403.500000	-454.660000	0	-454	-103192	84.93	93.0
D:	9297.85	1695	8493	24	454	9300	0.000000	-51.361750	-403.500000	-454.861750	0	-454	-103646	84.93	93.0
D:	9303.24	1672	8493	24	454	9300	-0.000000	-51.563750	-404.000000	-455.563750	0	-454	-104100	84.93	93.0
D:	9308.59	1645	8492	24	455	9300	-0.000000	-51.766000	-404.500000	-456.266000	0	-455	-104555	84.92	93.0
D:	9313.97	1695	8491	24	456	9300	-0.000000	-51.968500	-405.000000	-456.968500	0	-456	-105011	84.91	93.0
D:	9319.34	1706	8489	24	456	9300	-0.000000	-52.171250	-405.500000	-457.671250	0	-456	-105467	84.89	93.0
D:	9324.90	1692	8489	24	457	9300	0.000000	-52.374000	-405.500000	-457.874000	0	-457	-105924	84.89	93.0
D:	9330.24	1691	8488	24	457	9300	-0.000000	-52.577000	-406.000000	-458.577000	0	-458	-106381	84.88	93.0
D:	9335.72	1706	8488	24	459	9300	-0.000000	-52.780250	-406.500000	-459.280250	0	-459	-107298	84.88	93.0
D:	9341.09	1667	8487	24	459	9300	0.000000	-52.983500	-406.500000	-459.483500	0	-459	-107757	84.87	93.0
D:	9346.72	1683	8485	24	460	9300	-0.000000	-53.391000	-408.000000	-461.391000	0	-460	-108217	84.85	93.0
D:	9352.09	1680	8483	24	461	9300	-0.000000	-53.595750	-409.500000	-463.095750	0	-461	-108678	84.83	93.0
D:	9357.59	1705	8480	24	463	9300	-0.000000	-53.801000	-410.500000	-464.301000	0	-463	-109141	84.8	93.0
D:	9362.97	1640	8478	24	464	9300	-0.000000	-54.007000	-412.000000	-466.007000	0	-464	-109605	84.78	93.0
D:	9368.35	1662	8475	24	466	9300	-0.000000	-54.213750	-413.500000	-467.713750	0	-466	-110071	84.75	93.0
D:	9373.72	1641	8471	24	467	9300	-0.000000	-54.421250	-415.000000	-469.421250	0	-467	-110538	84.71	93.0
D:	9379.25	1688	8470	24	469	9300	-0.000000	-54.629250	-416.000000	-470.629250	0	-469	-111007	84.7	93.0
D:	9384.72	1720	8466	24	470	9300	-0.000000	-54.837750	-417.000000	-471.837750	0	-470	-111477	84.66	93.0
D:	9390.09	1628	8463	24	471	9300	-0.000000	-55.047250	-419.000000	-474.047250	0	-474	-111948	84.63	93.0
D:	9395.47	1683	8459	24	474	9300	-0.000000	-55.257750	-421.000000	-476.257750	476	-476	-112422	84.59	93.0
D:	9400.85	1695	8454	24	478	9300	-0.000000	-55.469500	-423.500000	-478.969500	0	-478	-113376	84.54	93.0
D:	9406.35	1636	8449	24	481	9300	-0.000000	-55.682250	-425.500000	-481.182250	0	-481	-113857	84.49	93.0
D:	9411.72	1646	8445	24	483	9300	-0.000000	-56.110750	-429.500000	-485.610750	0	-483	-114340	84.45	93.0
D:	9417.09	1688	8440	24	485	9300	-0.000000	-56.326500	-431.500000	-487.826500	0	-485	-114825	84.4	93.0
D:	9422.59	1695	8435	24	487	9300	-0.000000	-56.543250	-433.500000	-490.043250	0	-487	-115312	84.35	93.0
D:	9427.98	1624	8431	24	490	9300	-0.000000	-56.761000	-435.500000	-492.261000	0	-490	-115802	84.31	93.0
D:	9433.61	1617	8427	24	492	9300	-0.000000	-56.979750	-437.500000	-494.479750	0	-492	-116294	84.27	93.0
D:	9439.10	1634	8422	24	494	9300	-0.000000	-57.199750	-440.000000	-497.199750	0	-494	-116788	84.22	93.0
D:	9444.47	1668	8416	24	497	9300	-0.000000	-57.421250	-443.000000	-500.421250	0	-497	-117285	84.16	93.0
D:	9449.85	1660	8410	24	500	9300	-0.000000	-57.644000	-445.500000	-503.144000	0	-500	-117785	84.1	93.0
D:	9455.22	1618	8405	24	503	9300	-0.000000	-57.868000	-448.000000	-505.868000	0	-505	-118288	84.05	93.0
D:	9460.59	1658	8399	24	505	9300	-0.000000	-58.093500	-451.000000	-509.093500	0	-509	-119302	83.99	93.0
D:	9466.28	1688	8394	24	511	9300	-0.000000	-58.320000	-453.000000	-511.320000	0	-511	-119813	83.94	93.0
D:	9471.59	1649	8389	24	513	9300	-0.000000	-58.547500	-455.000000	-516.276250	0	-513	-120326	83.89	93.0
D:	9476.97	1672	8385	24	516	9300	-0.000000	-59.006000	-459.500000	-518.506000	0	-516	-120842	83.85	93.0
D:	9482.34	1629	8380	24	518	9300	-0.000000	-59.237000	-462.000000	-521.237000	0	-518	-121360	83.8	93.0
D:	9487.71	1690	8375	24	521	9300	-0.000000	-59.469000	-464.000000	-523.469000	0	-521	-121881	83.75	93.0
D:	9493.10	1662	8370	24	523	9300	-0.000000	-59.702250	-466.500000	-526.202250	0	-523	-122404	83.7	93.0
D:	9498.48	1691	8365	24	526	9300	-0.000000	-59.936500	-468.500000	-528.436500	0	-526	-122930	83.65	93.0
D:	9503.84	1639	8361	24	528	9300	-0.000000	-60.172000	-471.000000	-531.172000	0	-528	-123458	83.61	93.0
D:	9509.22	1671	8356	24	531	9300	-0.000000	-60.408750	-473.500000	-533.908750	0	-531	-123989	83.56	93.0
D:	9514.74	8031	8350	24	533	9300	-0.000000	-60.646750	-476.000000	-536.646750	0	-533	-124522	83.5	93.0
D:	9520.09	1683	8346	24	536	9300	-0.000000	-60.885500	-477.500000	-538.385500	0	-536	-125058	83.46	93.0
D:	9525.46	1666	8341	24	538	9300	-0.000000	-61.125250	-479.500000	-540.625250	0	-540	-125058	83.41	93.0
D:	9530.84	1624	8338	24	542	9300	-0.000000	-61.365750	-481.000000	-542.365750	0	-542	-125058	83.38	93.0
D:	9536.26	1680	8335	24	544	9300	-0.000000	-61.607000	-482.500000	-544.107000	0	-544	-125058	83.35	93.0
D:	9541.59	1652	8331	21	545	9300	-0.000000	-61.849000	-484.000000	-548.592164	0	-545	-125058	83.31	93.0
D:	9546.96	1680	8327	21	548	9300	-0.000000	-62.336500	-488.500000	-550.836500	0	-548	-125058	83.27	93.0
D:	9552.34	1651	8323	21	550	9300	-0.000000	-62.581500	-490.000000	-552.581500	0	-550	-125058	83.23	93.0
D:	9557.71	1680	8319	21	552	9300	-0.000000	-62.827250	-491.500000	-554.327250	0	-552	-125058	83.19	93.0
D:	9563.13	1618	8316	15	554	9300	-0.000000	-63.073750	-493.000000	-556.073750	0	-554	-125058	83.16	93.0
D:	9568.46	1597	8312	15	556	9300	-0.000000	-63.321500	-495.500000	-558.821500	0	-556	-125058	83.12	93.0
D:	9573.84	1665	8308	15	558	9300	-0.000000	-63.570000	-497.000000	-560.570000	0	-558	-125058	83.08	93.0
D:	9579.22	1679	8304	10	560	9300	-0.000000	-63.819500	-499.000000	-562.819500	0	-560	-125058	83.04	93.0
D:	9584.59	1611	8301	10	562	9300	-0.000000	-64.069750	-500.000000	-564.069750	0	-562	-125058	83.01	93.0
D:	9589.96	1652	8297	10	564	9300	-0.000000	-64.320500	-500.000000	-564.320500	0	-564	-125058	82.97	93.0
D:	9595.34	1631	8295	9	564	9300	-0.000000	-64.571750	-500.000000	-564.571750	0	-564	-125058	82.95	93.0
D:	9600.71	1680	8292	9	564	9300	-0.000000	-64.823750	-500.000000	-564.823750	0	-564	-125058	82.92	93.0
D:	9606.09	1648	8291	9	565	9300	-0.000000	-65.076000	-500.000000	-565.076000	0	-565	-125058	82.91	93.0
D:	9611.61	1684	8288	13	565	9300	-0.000000	-65.328750	-500.000000	-565.582000	0	-565	-125058	82.88	93.0
D:	9617.10	1656	8287	13	565	9300	0.000000	-65.835250	-500.000000	-565.835250	0	-565	-125058	82.87	93.0
D:	9622.46	1689	8288	13	565	9300	-0.000000	-66.088750	-500.000000	-566.088750	0	-565	-125058	82.88	93.0
D:	9627.84	1608	8286	13	566	9300	-0.000000	-66.342500	-500.000000	-566.342500	0	-566	-125058	82.86	93.0
D:	9633.22	1691	8284	15	566	9300	-0.000000	-66.596750	-500.000000	-566.596750	0	-566	-125058	82.84	93.0
D:	9638.71	1674	8282	15	566	9300	-0.000000	-66.851250	-500.000000	-566.851250	0	-566	-125058	82.82	93.0
D:	9644.09	1672	8281	15	566	9300	-0.000000	-67.106000	-500.000000	-567.106000	0	-566	-125058	82.81	93.0
D:	9649.46	1682	8280	16	567	9300	-0.000000	-67.361250	-500.000000	-567.361250	0	-567	-125058	82.8	93.0
D:	9654.84	1686	8278	16	567	9300	-0.000000	-67.617000	-500.000000	-567.617000	0	-567	-125058	82.78	93.0
D:	9660.22	1628	8277	16	567	9300	-0.000000	-67.873000	-500.000000	-567.873000	0	-567	-125058	82.77	93.0
D:	9665.59	1648	8275	16	567	9300	-0.000000	-68.129250	-500.000000	-568.129250	0	-568	-125058	82.75	93.0
D:	9670.96	1624	8274	16	568	9300	-0.000000	-68.385750	-500.000000	-568.385750	0	-568	-125058	82.74	93.0
D:	9676.35	1672	8274	16	568	9300	0.000000	-68.642250	-500.000000	-568.642250	0	-568	-125058	82.74	93.0
D:	9681.71	1628	8273	16	568	9300	0.000000	-68.899000	-500.000000	-569.155750	0	-568	-125058	82.73	93.0
D:	9687.23	1616	8272	17	569	9300	-0.000000	-69.413000	-500.000000	-569.413000	0	-569	-125058	82.72	93.0
D:	9692.74	1628	8272	17	569	9300	0.000000	-69.670250	-500.000000	-569.670250	0	-569	-125058	82.72	93.0
D:	9698.53	1618	8272	17	569	9300	0.000000	-69.927500	-500.000000	-569.927500	0	-569	-125058	82.72	93.0
D:	9704.48	1645	8271	18	569	9300	0.000000	-70.184750	-500.000000	-570.184750	0	-569	-125058	82.71	93.0
D:	9709.84	8535	8270	18	570	9300	0.000000	-70.442000	-500.000000	-570.442000	0	-570	-125058	82.7	93.0
D:	9715.22	1610	8270	18	570	9300	-0.000000	-70.699750	-500.000000	-570.699750	0	-570	-125058	82.7	93.0
D:	9720.59	1631	8269	19	570	9300	0.000000	-70.957500	-500.000000	-570.957500	0	-570	-125058	82.69	93.0
D:	9725.96	1683	8269	19	571	9300	0.000000	-71.215250	-500.000000	-571.215250	0	-571	-125058	82.69	93.0
D:	9731.34	1616	8269	19	571	9300	0.000000	-71.473000	-500.000000	-571.473000	0	-571	-125058	82.69	93.0
D:	9736.75	1688	8270	20	571	9300	-0.000000	-71.988250	-500.000000	-571.988250	0	-571	-125058	82.7	93.0
D:	9742.36	1619	8270	20	571	9300	0.000000	-72.245500	-500.000000	-572.245500	0	-571	-125058	82.7	93.0
D:	9747.72	1648	8270	20	572	9300	0.000000	-72.502750	-500.000000	-572.502750	0	-572	-125058	82.7	93.0
D:	9753.08	1661	8271	21	572	9300	0.000000	-72.759750	-500.000000	-572.759750	0	-572	-125058	82.71	93.0
D:	9758.46	1651	8272	21	572	9300	0.000000	-73.016750	-500.000000	-573.016750	0	-572	-125058	82.72	93.0
D:	9763.98	1648	8272	21	573	9300	0.000000	-73.273750	-500.000000	-573.273750	0	-573	-125058	82.72	93.0
D:	9769.34	1648	8271	22	573	9300	-0.000000	-73.531000	-500.000000	-573.531000	0	-573	-125058	82.71	93.0
D:	9774.73	1687	8270	22	573	9300	-0.000000	-73.788500	-500.000000	-573.788500	0	-573	-125058	82.7	93.0
D:	9780.09	8431	8270	22	573	9300	0.000000	-74.046000	-500.000000	-574.046000	0	-573	-125058	82.7	93.0
D:	9785.72	1674	8270	22	574	9300	0.000000	-74.303500	-500.000000	-574.303500	0	-574	-125058	82.7	93.0
D:	9791.09	1631	8270	23	574	9300	-0.000000	-74.561250	-500.000000	-574.561250	0	-574	-125058	82.7	93.0
D:	9796.62	1612	8268	23	574	9300	-0.000000	-74.819250	-500.000000	-574.819250	0	-574	-125058	82.68	93.0
D:	9802.13	1648	8269	23	575	9300	0.000000	-75.334750	-500.000000	-575.334750	0	-575	-125058	82.69	93.0
D:	9807.46	1683	8268	24	575	9300	-0.000000	-75.592750	-500.000000	-575.592750	0	-575	-125058	82.68	93.0
D:	9812.86	1672	8268	24	575	9300	0.000000	-75.850500	-500.000000	-575.850500	0	-575	-125058	82.68	93.0
D:	9818.21	1614	8270	24	575	9300	0.000000	-76.108250	-500.000000	-576.108250	0	-575	-125058	82.7	93.0
D:	9823.61	1626	8270	26	576	9300	0.000000	-76.365750	-500.000000	-576.365750	0	-576	-125058	82.7	93.0
D:	9828.97	1631	8270	26	576	9300	0.000000	-76.623000	-500.000000	-576.623000	0	-576	-125058	82.7	93.0
D:	9834.59	1712	8271	26	576	9300	0.000000	-76.880250	-500.000000	-576.880250	0	-576	-125058	82.71	93.0
D:	9839.96	1631	8272	26	576	9300	0.000000	-77.137250	-500.000000	-577.137250	0	-576	-125058	82.72	93.0
D:	9845.34	1632	8272	26	577	9300	0.000000	-77.394250	-500.000000	-577.394250	0	-577	-125058	82.72	93.0
D:	9850.71	1627	8274	26	577	9300	0.000000	-77.650500	-500.000000	-577.650500	0	-577	-125058	82.74	93.0
D:	9856.08	1672	8276	27	577	9300	0.000000	-77.906500	-500.000000	-577.906500	0	-577	-125058	82.76	93.0
D:	9861.59	1695	8278	27	578	9300	0.000000	-78.162000	-500.000000	-578.162000	0	-578	-125058	82.78	93.0
D:	9866.97	1695	8280	27	578	9300	0.000000	-78.417000	-500.000000	-578.672000	0	-578	-125058	82.8	93.0
D:	9872.33	1648	8280	28	578	9300	0.000000	-78.926750	-500.000000	-578.926750	0	-578	-125058	82.8	93.0
D:	9877.71	1706	8281	28	578	9300	0.000000	-79.181250	-500.000000	-579.181250	0	-578	-125058	82.81	93.0
D:	9883.08	1618	8283	28	579	9300	0.000000	-79.435500	-500.000000	-579.435500	0	-579	-125058	82.83	93.0
D:	9888.59	1648	8284	28	579	9300	0.000000	-79.689750	-500.000000	-579.689750	0	-579	-125058	82.84	93.0
D:	9893.96	1617	8283	29	579	9300	-0.000000	-79.944250	-500.000000	-579.944250	0	-579	-125058	82.83	93.0
D:	9899.33	1680	8282	29	579	9300	0.000000	-80.198750	-500.000000	-580.198750	0	-579	-125058	82.82	93.0
D:	9904.71	1720	8282	29	580	9300	0.000000	-80.453250	-500.000000	-580.453250	0	-580	-125058	82.82	93.0
D:	9910.09	1631	8282	30	580	9300	0.000000	-80.707750	-500.000000	-580.707750	0	-580	-125058	82.82	93.0
D:	9915.46	1657	8283	30	580	9300	0.000000	-80.962000	-500.000000	-580.962000	0	-580	-125058	82.83	93.0
D:	9920.97	1635	8284	30	580	9300	0.000000	-81.216000	-500.000000	-581.216000	0	-581	-125058	82.84	93.0
D:	9926.48	1720	8286	30	581	9300	0.000000	-81.469750	-500.000000	-581.469750	0	-581	-125058	82.86	93.0
D:	9931.83	1623	8286	30	581	9300	0.000000	-81.723250	-500.000000	-581.723250	0	-581	-125058	82.86	93.0
D:	9937.21	1712	8287	30	581	9300	0.000000	-82.229500	-500.000000	-582.229500	0	-581	-125058	82.87	93.0
D:	9942.58	1662	8288	31	582	9300	0.000000	-82.482250	-500.000000	-582.482250	0	-582	-125058	82.88	93.0
D:	9947.96	1624	8289	31	582	9300	0.000000	-82.735000	-500.000000	-582.735000	0	-582	-125058	82.89	93.0
D:	9953.34	1626	8289	31	582	9300	0.000000	-82.987500	-500.000000	-582.987500	0	-582	-125058	82.89	93.0
D:	9958.73	1628	8289	31	582	9300	-0.000000	-83.240250	-500.000000	-583.240250	0	-582	-125058	82.89	93.0
D:	9964.21	1608	8289	32	583	9300	-0.000000	-83.493250	-500.000000	-583.493250	0	-583	-125058	82.89	93.0
D:	9969.76	1626	8289	32	583	9300	0.000000	-83.746000	-500.000000	-583.746000	0	-583	-125058	82.89	93.0
D:	9975.08	1700	8289	32	583	9300	0.000000	-83.998500	-500.000000	-583.998500	0	-583	-125058	82.89	93.0
D:	9980.46	1648	8290	32	583	9300	0.000000	-84.251000	-500.000000	-584.251000	0	-583	-125058	82.9	93.0
D:	9985.83	8547	8291	32	584	9300	0.000000	-84.503000	-500.000000	-584.503000	0	-584	-125058	82.91	93.0
D:	9991.48	1646	8292	32	584	9300	0.000000	-84.755000	-500.000000	-584.755000	0	-584	-125058	82.92	93.0
D:	9996.86	1631	8293	33	585	9300	0.000000	-85.006750	-500.000000	-585.006750	0	-585	-125058	82.93	93.0
D:	10002.35	1712	8293	33	585	9300	0.000000	-85.510250	-500.000000	-585.510250	0	-585	-125058	82.93	93.0
D:	10007.71	1672	8294	33	585	9300	0.000000	-85.761750	-500.000000	-585.761750	0	-585	-125058	82.94	93.0
D:	10013.08	1643	8294	33	585	9300	0.000000	-86.013250	-500.000000	-586.013250	0	-585	-125058	82.94	93.0
D:	10018.46	1658	8294	33	586	9300	-0.000000	-86.265000	-500.000000	-586.265000	0	-586	-125058	82.94	93.0
D:	10023.83	1629	8293	33	586	9300	0.000000	-86.516750	-500.000000	-586.516750	0	-586	-125058	82.93	93.0
D:	10029.21	1661	8293	34	586	9300	0.000000	-86.768500	-500.000000	-586.768500	0	-586	-125058	82.93	93.0
D:	10034.59	1648	8294	34	586	9300	0.000000	-87.020000	-500.000000	-587.020000	0	-586	-125058	82.94	93.0
D:	10040.15	1689	8295	34	587	9300	0.000000	-87.271250	-500.000000	-587.271250	0	-587	-125058	82.95	93.0
D:	10045.46	1698	8295	34	587	9300	0.000000	-87.522500	-500.000000	-587.522500	0	-587	-125058	82.95	93.0
D:	10050.83	1630	8296	34	587	9300	0.000000	-87.773500	-500.000000	-587.773500	0	-587	-125058	82.96	93.0
D:	10056.21	1688	8298	34	588	9300	0.000000	-88.024000	-500.000000	-588.024000	0	-588	-125058	82.98	93.0
D:	10061.59	1625	8298	34	588	9300	0.000000	-88.274250	-500.000000	-588.274250	0	-588	-125058	82.98	93.0
D:	10067.08	1666	8300	35	588	9300	0.000000	-88.524250	-500.000000	-588.524250	0	-588	-125058	83.0	93.0
D:	10072.58	1663	8302	35	588	9300	0.000000	-89.023500	-499.000000	-588.023500	0	-588	-125058	83.02	93.0
D:	10078.09	1648	8302	35	588	9300	0.000000	-89.272750	-498.500000	-587.772750	0	-588	-125058	83.02	93.0
D:	10083.60	1712	8304	35	587	9300	0.000000	-89.521500	-497.500000	-587.021500	0	-587	-125058	83.04	93.0
D:	10088.96	1644	8305	35	587	9300	0.000000	-89.770000	-497.000000	-586.770000	0	-587	-125058	83.05	93.0
D:	10094.46	8096	8306	35	586	9300	0.000000	-90.018500	-497.000000	-587.018500	0	-586	-125058	83.06	93.0
D:	10099.83	1675	8306	36	587	9300	0.000000	-90.267000	-497.000000	-587.267000	0	-587	-125058	83.06	93.0
D:	10105.20	1628	8306	36	587	9300	0.000000	-90.515500	-497.000000	-587.515500	0	-587	-125058	83.06	93.0
D:	10110.58	1703	8307	36	587	9300	0.000000	-90.764000	-497.000000	-587.764000	0	-587	-125058	83.07	93.0
D:	10115.96	1630	8307	36	587	9300	0.000000	-91.012250	-496.500000	-587.512250	0	-587	-125058	83.07	93.0
D:	10121.34	1624	8307	36	587	9300	0.000000	-91.260250	-496.000000	-587.260250	0	-587	-125058	83.07	93.0
D:	10126.71	1644	8307	36	588	9300	-0.000000	-91.508500	-496.500000	-588.008500	0	-588	-125058	83.07	93.0
D:	10132.08	1708	8307	36	588	9300	0.000000	-91.756750	-496.500000	-588.256750	0	-588	-125058	83.07	93.0
D:	10137.58	1717	8308	36	588	9300	0.000000	-92.252750	-496.000000	-588.252750	0	-588	-125058	83.08	93.0
D:	10143.08	1691	8308	36	588	9300	0.000000	-92.500500	-495.500000	-588.000500	0	-588	-125058	83.08	93.0
D:	10148.46	1710	8308	37	588	9300	-0.000000	-92.748500	-496.000000	-588.748500	0	-588	-125058	83.08	93.0
D:	10153.83	1685	8309	37	588	9300	0.000000	-92.996250	-495.500000	-588.496250	0	-588	-125058	83.09	93.0
D:	10159.73	1712	8309	37	588	9300	0.000000	-93.243750	-495.000000	-588.243750	0	-588	-125058	83.09	93.0
D:	10165.08	1669	8310	37	588	9300	0.000000	-93.491000	-494.500000	-587.991000	0	-588	-125058	83.1	93.0
D:	10170.45	1627	8312	37	587	9300	0.000000	-93.738000	-494.000000	-587.738000	0	-587	-125058	83.12	93.0
D:	10175.83	1672	8313	37	587	9300	0.000000	-93.984750	-493.500000	-587.484750	0	-587	-125058	83.13	93.0
D:	10181.20	1706	8314	37	587	9300	0.000000	-94.231000	-492.500000	-586.731000	0	-586	-125058	83.14	93.0
D:	10186.73	1712	8316	37	586	9300	0.000000	-94.477000	-492.000000	-586.477000	0	-586	-125058	83.16	93.0
D:	10192.21	1720	8317	37	586	9300	0.000000	-94.722750	-491.500000	-585.967867	0	-586	-125058	83.17	93.0
D:	10197.71	1706	8318	37	585	9300	0.000000	-95.213500	-490.500000	-585.713500	0	-585	-125058	83.18	93.0
D:	10203.09	1744	8319	37	585	9300	0.000000	-95.458500	-490.000000	-585.458500	0	-585	-125058	83.19	93.0
D:	10208.46	1619	8321	37	585	9300	0.000000	-95.703250	-489.500000	-585.203250	0	-585	-125058	83.21	93.0
D:	10213.83	1672	8322	37	585	9300	0.000000	-95.947750	-489.000000	-584.947750	0	-585	-125058	83.22	93.0
D:	10219.33	1656	8322	38	584	9300	-0.000000	-96.192500	-489.500000	-585.692500	0	-584	-125058	83.22	93.0
D:	10224.70	1695	8321	38	585	9300	0.000000	-96.437250	-489.500000	-585.937250	0	-585	-125058	83.21	93.0
D:	10230.08	1672	8321	38	585	9300	0.000000	-96.682000	-489.500000	-586.182000	0	-585	-125058	83.21	93.0
D:	10235.45	1680	8321	38	586	9300	0.000000	-96.926750	-489.500000	-586.426750	0	-586	-125058	83.21	93.0
D:	10240.85	1672	8321	38	586	9300	0.000000	-97.171500	-489.500000	-586.671500	0	-586	-125058	83.21	93.0
D:	10246.21	1720	8321	38	586	9300	0.000000	-97.416250	-489.500000	-586.916250	0	-586	-125058	83.21	93.0
D:	10251.85	1709	8322	38	587	9300	0.000000	-97.661000	-489.500000	-587.161000	0	-587	-125058	83.22	93.0
D:	10257.33	1627	8322	38	586	9300	0.000000	-97.905500	-489.000000	-587.150000	0	-586	-125058	83.22	93.0
D:	10262.73	8315	8322	38	587	9300	0.000000	-98.394250	-488.500000	-586.894250	0	-587	-125058	83.22	93.0
D:	10268.08	1688	8322	38	586	9300	-0.000000	-98.639250	-490.000000	-588.639250	0	-586	-125058	83.22	93.0
D:	10273.45	1695	8320	38	588	9300	0.000000	-98.884250	-490.000000	-588.884250	0	-588	-125058	83.2	93.0
D:	10278.87	1651	8320	38	588	9300	0.000000	-99.129250	-490.000000	-589.129250	0	-588	-125058	83.2	93.0
D:	10284.22	1694	8319	38	589	9300	-0.000000	-99.374500	-490.500000	-589.874500	0	-589	-125058	83.19	93.0
D:	10289.58	8391	8318	38	589	9300	-0.000000	-99.620000	-491.000000	-590.620000	0	-589	-125058	83.18	93.0
D:	10294.95	1656	8317	38	590	9300	-0.000000	-99.866000	-492.000000	-591.866000	0	-590	-125058	83.17	93.0
D:	10300.33	1663	8315	38	591	9300	-0.000000	-100.112500	-493.000000	-593.112500	0	-591	-125058	83.15	93.0
D:	10305.70	1691	8314	39	593	9300	-0.000000	-100.359250	-493.500000	-593.859250	0	-593	-125058	83.14	93.0
D:	10311.08	1695	8313	39	593	9300	-0.000000	-100.606250	-494.000000	-594.606250	0	-594	-125058	83.13	93.0
D:	10316.46	1656	8311	39	595	9300	-0.000000	-100.853500	-494.500000	-595.353500	0	-595	-125058	83.11	93.0
D:	10321.83	1618	8310	39	596	9300	-0.000000	-101.101250	-495.500000	-596.601250	0	-596	-125058	83.1	93.0
D:	10327.21	1624	8307	39	597	9300	-0.000000	-101.349500	-496.500000	-597.849500	0	-597	-125058	83.07	93.0
D:	10332.58	1648	8305	39	599	9300	-0.000000	-101.847250	-498.000000	-599.847250	0	-599	-125058	83.05	93.0
D:	10337.95	1650	8304	39	599	9300	-0.000000	-102.096750	-499.000000	-601.096750	0	-599	-125058	83.04	93.0
D:	10343.34	1700	8302	39	601	9300	-0.000000	-102.346750	-500.000000	-602.346750	0	-601	-125058	83.02	93.0
D:	10348.70	1695	8300	39	602	9300	-0.000000	-102.597250	-500.000000	-602.597250	0	-602	-125058	83.0	93.0
D:	10354.08	1704	8298	39	602	9300	0.000000	-102.847750	-500.000000	-602.847750	0	-602	-125058	82.98	93.0
D:	10359.45	1688	8297	39	602	9300	-0.000000	-103.098500	-500.000000	-603.098500	0	-602	-125058	82.97	93.0
